854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854,854
854,927,817,935,927,928,935,817,930,928,935,928,935,817,817,927,817,935,928,935,927,935,930,928,817,817,930,930,817,935,935,928,928,927,817,817,927,817,817,927,927,928,930,930,817,817,817,927,930,930,928,817,817,928
854,927,935,817,817,927,935,927,935,928,928,817,935,930,817,930,930,930,928,927,930,927,927,930,930,817,930,930,817,928,817,817,927,817,928,930,930,930,935,928,935,930,817,928,935,817,930,817,930,927,930,928,930,928
854,817,935,928,935,935,928,927,935,930,935,817,935,928,928,930,935,930,930,928,930,935,928,935,927,927,927,817,927,928,928,927,817,935,928,928,927,935,928,928,935,930,930,928,930,817,928,817,935,817,927,817,930,930
854,930,817,817,928,930,817,817,817,930,935,935,927,928,930,930,928,935,930,935,930,817,928,935,928,935,935,928,935,930,935,935,935,927,817,935,935,817,927,930,935,935,928,930,928,927,935,927,928,817,817,930,817,935
854,928,927,930,935,817,927,928,927,935,935,927,928,930,928,817,927,928,935,817,928,928,927,817,927,935,935,928,817,928,928,927,930,927,928,927,927,930,930,928,928,935,927,930,927,935,928,817,935,935,930,817,930,817
854,927,817,930,930,817,928,935,928,817,927,935,817,817,930,935,935,927,817,928,817,817,927,930,927,928,935,817,928,817,935,927,935,927,817,930,935,817,817,927,930,927,930,928,928,927,930,928,928,935,930,817,927,927
854,927,928,928,935,817,935,930,817,935,817,930,930,930,928,930,930,928,927,930,928,927,927,817,928,935,928,928,817,817,817,935,927,930,817,930,927,930,930,930,935,927,817,935,817,927,928,927,930,928,927,935,935,817
854,928,930,928,935,930,930,927,817,817,928,927,930,817,928,927,928,935,928,928,927,927,930,930,935,930,930,817,930,927,927,928,935,930,930,935,817,930,935,930,928,935,928,930,927,817,935,930,928,930,935,817,928,935
854,817,927,927,928,817,935,928,817,817,927,927,930,817,930,817,927,930,927,930,928,928,817,928,928,817,928,927,930,817,930,817,935,928,928,817,817,927,817,927,928,930,817,927,930,817,817,930,935,927,930,928,817,935
854,930,817,930,928,927,817,927,817,927,930,817,935,817,930,817,817,928,930,927,930,935,927,817,927,927,817,928,928,817,817,817,935,928,930,928,817,817,927,928,930,930,935,935,935,935,928,928,817,817,927,927,930,930
854,817,928,935,928,935,930,930,927,928,930,935,927,935,935,935,935,930,930,935,935,927,930,928,935,930,935,928,817,817,935,927,928,935,930,817,930,817,817,930,817,927,817,935,935,930,927,930,927,927,930,817,927,935
854,928,817,817,930,928,928,930,935,927,935,817,935,817,935,930,927,935,927,817,928,927,817,935,928,817,935,935,935,930,928,935,928,930,817,817,817,930,928,817,927,930,935,930,935,927,930,817,817,928,928,935,817,928
854,928,817,935,935,927,927,927,817,927,930,927,928,927,930,930,927,927,927,935,930,928,927,817,817,930,930,935,928,928,935,935,817,927,928,935,928,930,935,817,935,928,935,935,930,935,935,928,930,817,927,935,930,930
854,935,930,930,930,928,935,817,817,928,927,817,927,935,935,927,928,930,817,817,935,930,935,817,935,935,935,927,930,930,935,930,928,935,817,935,928,935,928,935,928,928,928,930,817,928,817,928,928,935,935,817,930,928
854,927,930,930,817,927,927,817,817,935,935,817,927,817,817,928,928,928,817,935,930,817,817,930,930,930,817,928,935,928,928,928,928,928,930,817,817,935,935,817,930,928,935,817,927,927,928,817,928,930,930,935,927,935
854,928,817,935,928,930,817,930,928,930,927,817,935,817,927,935,928,817,927,927,930,930,935,930,928,817,817,935,930,928,935,927,817,935,927,928,927,935,817,930,928,935,935,927,927,928,935,930,930,930,928,927,935,927
854,927,930,927,935,935,935,927,930,930,928,928,928,928,930,928,928,927,927,928,817,927,927,928,927,935,930,930,935,935,928,928,817,935,928,817,817,935,935,928,935,817,927,935,935,927,927,928,935,930,930,935,930,927
854,928,928,930,935,928,928,935,930,935,928,930,928,935,817,930,817,935,927,935,928,927,928,930,817,817,928,817,930,928,935,930,927,927,928,817,928,817,930,935,817,927,930,935,927,930,935,935,935,927,927,927,817,930
854,935,930,928,927,817,928,930,935,935,935,928,928,817,930,817,930,935,928,930,935,928,935,817,927,817,817,930,817,935,935,930,817,817,817,817,927,817,930,930,935,930,930,935,928,935,927,817,930,928,935,817,928,817
854,930,930,930,817,935,935,930,927,817,930,928,930,817,935,928,927,928,817,930,928,928,935,927,928,927,935,927,928,928,927,930,927,935,928,817,817,817,935,935,928,928,927,927,930,817,927,928,935,817,817,930,927,817
854,928,927,928,935,930,927,928,817,930,927,927,928,935,928,817,928,817,935,817,930,930,930,935,817,927,817,930,817,817,817,817,927,935,930,935,935,817,930,935,817,817,935,927,928,928,930,930,927,935,935,928,930,817
854,817,935,928,817,935,927,927,817,935,930,927,935,930,817,930,927,935,817,817,928,928,927,928,935,935,927,817,935,817,935,930,817,935,935,928,928,935,927,930,817,927,928,930,930,928,927,928,927,930,930,930,928,817
854,935,817,928,817,927,930,927,930,935,930,930,930,930,928,927,927,930,935,817,935,930,935,928,817,927,935,927,927,928,930,817,930,930,930,930,928,930,817,927,927,817,935,935,928,930,930,928,928,930,928,928,927,927
854,927,817,930,817,935,927,935,817,930,935,935,927,928,928,930,927,928,927,927,927,927,928,927,928,930,817,817,817,928,817,928,930,928,817,817,927,930,935,927,927,817,935,817,930,930,930,930,930,927,930,935,935,935
854,928,928,928,928,930,935,928,930,927,817,817,935,930,928,817,817,817,927,817,928,930,935,817,817,817,928,928,935,817,928,928,935,817,928,928,817,817,927,928,928,928,817,927,927,928,927,930,935,927,817,935,935,927
854,935,930,927,935,817,935,935,817,927,927,928,927,935,928,930,928,928,930,927,927,817,930,927,817,928,817,928,928,927,817,928,817,817,817,930,928,935,935,930,817,927,817,935,927,928,928,927,928,928,935,927,817,817
854,817,930,935,935,930,935,928,935,817,928,930,927,935,935,927,927,935,927,927,928,930,930,930,928,928,927,930,928,928,928,935,927,817,930,930,935,928,817,930,928,935,935,935,927,930,930,817,927,930,935,927,817,930
854,927,817,817,930,817,935,817,935,930,935,817,817,935,935,935,935,935,927,927,927,928,817,928,928,935,928,928,930,817,928,927,935,927,927,928,927,817,935,817,935,817,817,930,928,927,935,927,928,935,817,927,817,930
